pt,y,weight
70.2365366663904,-1.32328028064534,-1.05612449127195
12.7993348879148,0.707796363606264,-7.27921672055344
57.3635638704984,-1.63418213740174,-1.737855969173
50.3251870932918,-0.811363382520167,-1.96414347208974
45.1024826756697,-0.166456841111145,-2.2832249680552
0.733220344343088,-0.298629720947034,-11.4992860010851
3.12098193938228,2.37071848193512,-9.83766014626292
56.799832219462,-1.29035299677778,-1.35724579580105
51.1732499495838,-2.25287124015558,-1.63374040959065
17.7180962545068,3.3579531925892,-4.53786558283024
18.3860036726493,1.17042734923805,-6.05432773109935
7.04817357407631,-0.0664360959833513,-8.76261645809363
23.7742920437212,-0.663141134652855,-4.25294401650282
50.6982078079986,1.3670686190947,-2.09975084217069
58.2732207597179,-1.04308916679023,-1.57107523407403
54.2798031737241,1.79546489560785,-1.45918682078976
52.9272084516951,1.93001015336287,-1.80873064815727
11.2593260729022,1.42643059057934,-6.86304122095541
6.18092975922893,-0.870954973050393,-8.81320079945861
12.9509109984094,0.790545751571248,-7.28866775710187
67.8376033132795,0.113765086628216,-0.968309951906616
3.54596399815741,-3.79405475627125,-9.17608397853999
71.8509888055069,-0.591731548770721,-1.00533549839724
23.1822330166065,-1.83009076222384,-4.42901105324909
35.685936311673,0.207329835587956,-3.16291251107264
62.8508030351782,0.619753572815234,-1.18372540394941
9.17008830172207,-0.393613955739708,-7.06209123050568
76.2474819259046,-1.80826593263843,-0.662572141180383
93.7581210478777,1.23742646517424,-0.403040764072365
25.3265529271093,-2.88069949126329,-3.58051458478593
224.567861248569,-0.404902704131698,-0.0057187942386165
33.035386930209,0.152895168004379,-3.0239444550124
20.4657974782848,2.14308320029816,-4.54016473695232
7.67901650072386,-3.71653134641734,-8.19965556111775
7.29916696169746,1.11766418420541,-6.33740500288464
28.4195531133435,0.0873851944910361,-4.40196525837279
16.0599969477421,-1.84386358269608,-5.64941244483997
56.4974543057112,-0.614852430582549,-1.57016759148308
29.6058309315208,3.19178894625037,-4.09541190453217
36.8014772248199,-2.68797477230127,-3.49783625656765
48.8015028841636,-0.122727915873673,-2.28029897251612
82.9015784843743,1.43726472136172,-0.585401282497281
13.2517774272654,0.778422709894903,-7.35492925828087
128.61413459228,-0.209848111977389,-0.123527183620761
23.1836017091132,2.91496025528797,-5.14216861643642
21.2450125607223,3.05623003055023,-4.87766046471967
11.2838065632581,0.718820859603864,-7.46957733962663
37.9291560049266,-1.91124887214106,-2.98812875532582
24.2279888030812,1.67105175419648,-4.5917284398576
1.64006815331698,-0.157144349656223,-9.91792661386546
20.6228835283034,-3.41708671603282,-4.36758376739937
24.6266027969419,1.4486143677725,-4.50425547712102
1.77803755063273,-1.73597059435325,-8.09711486710529
34.3717782085772,2.4666381655504,-2.6271471163224
38.0680138128878,-3.29582849623736,-3.06743439651916
37.5122520600273,-1.5446719842352,-2.85335028984656
36.5439591776727,4.10943387568062,-2.62087164163095
18.0505166262168,-1.54550770621639,-5.56302898342102
33.6872374797432,-0.944377895732044,-3.74258294936671
87.7122774488198,1.70426619422833,-0.460857554634052
23.2706099782469,-0.545164765504397,-3.69557621968734
28.2170750899099,-1.18395695709062,-4.23529714839009
13.3113461320718,3.01520146540455,-6.70871367268163
22.6361265421467,2.82019579477678,-5.13560537754603
39.5653902217767,0.015348031753973,-2.95131677761898
5.92942135520416,2.03476462138931,-7.16021229471965
31.4438793480695,-0.756388707201643,-2.92970326051394
87.6449926529842,0.0238891624914975,-0.554469675211488
89.2954770943763,-1.16683244626343,-0.549746284254502
4.47273762756357,0.997188723701584,-8.07490665505225
3.02324139292784,-1.44290118705772,-10.4122716213896
20.7753309062928,1.85639394919993,-4.37191307065839
15.396241522999,0.639047110922844,-6.30418042699967
12.4527464956727,4.32264524562019,-7.2678727767536
22.261758809462,2.03091647468242,-5.67933043779026
1.82902556644934,0.261761663643939,-8.93113741581734
5.53619247913661,1.7930367606717,-6.66739743392751
14.571969333675,-0.417387577968748,-4.99002685751895
70.6621905849805,-2.73864369702535,-1.12145559131197
6.26546486694209,-1.15185501729382,-8.50753950141424
6.01896673866231,0.272518795843916,-9.39995210974964
73.1228219890123,1.35332094542242,-0.908709385829209
25.5984224861293,1.82281975643149,-4.90713363888037
5.86191251393315,-1.48045515585768,-7.06978435639284
51.2769931784885,0.414206833204141,-1.83726124079198
95.1249851204015,0.079936117505848,-0.493669277910603
49.3838091895841,-0.470441666464888,-1.81154503399743
5.96877934653939,1.15280941208331,-8.25644500194846
69.1468133305821,-2.0400951206071,-1.19617198802729
75.7715368439527,0.030111729176929,-0.94011194965259
79.18644105304,-1.42143276081917,-0.699067045726963
3.71190045749451,-0.441991105072081,-9.02867766809276
12.3902822603186,-0.737563073720513,-7.45709005892112
6.26021922932637,0.829288333192614,-7.80584507331598
13.3100320094277,2.92722106703716,-7.21479633319648
72.1279261574888,-1.69140948998956,-0.978344535960518
54.8021203553843,1.47810438128654,-1.71463939615304
11.5942842209649,1.05669513713392,-6.86876685367213
25.6761104620871,-1.47165649254344,-4.32796387730328
6.72928020318367,-0.299231231268915,-7.41636159121528
17.821031023377,1.15587554962844,-5.35823896654279
17.1352585484738,3.41389551644872,-4.70504254343418
0.723683368534235,1.52642015499772,-10.1898565218718
10.9540726030079,1.17357870275129,-8.30781556000814
44.1870574622821,0.303491821173057,-2.31785676655359
1.2757201988097,-2.30419730603941,-11.2963916775656
11.0069463158605,-2.74657265371764,-7.04738683650282
30.7273405770961,-1.68238649142238,-3.93431351415186
22.9259020158638,1.21871908084946,-4.07632049872502
99.8834234998267,0.372476956629383,-0.294014535798391
52.3567420646261,1.72313918670854,-1.76280872749184
5.89103662020347,-1.75140677989987,-7.79251779393843
36.0376065659836,0.578746013258348,-3.54959629713736
66.8677952460887,-0.363914958893607,-1.16789806208271
2.27286959731996,0.293379098776723,-9.79106729059137
0.471466634387039,0.977819228584822,-11.5060923803573
